# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -3169 1 242 2306 282439 1 sprites/bwicons/632.png
DUPTYPE_FIRST_OCCURRENCE 3325 1 243 2306 312736 1 sprites/gen5icons/577.png
DUPTYPE_WITHIN_SAME_TREE -3325 1 243 2306 282189 1 sprites/bwicons/577.png
DUPTYPE_FIRST_OCCURRENCE 3029 1 244 2306 312440 1 sprites/gen5icons/551.png
DUPTYPE_WITHIN_SAME_TREE -3029 1 244 2306 282737 1 sprites/bwicons/551.png
DUPTYPE_FIRST_OCCURRENCE 2825 1 244 2306 312236 1 sprites/gen5icons/548.png
DUPTYPE_WITHIN_SAME_TREE -2825 1 244 2306 282331 1 sprites/bwicons/548.png
DUPTYPE_FIRST_OCCURRENCE 3247 1 244 2306 312658 1 sprites/gen5icons/619.png
DUPTYPE_WITHIN_SAME_TREE -3247 1 244 2306 282374 1 sprites/bwicons/619.png
DUPTYPE_FIRST_OCCURRENCE 3031 1 244 2306 312442 1 sprites/gen5icons/529.png
DUPTYPE_WITHIN_SAME_TREE -3031 1 244 2306 282795 1 sprites/bwicons/529.png
DUPTYPE_FIRST_OCCURRENCE 2759 1 245 2306 312170 1 sprites/gen5icons/613.png
DUPTYPE_WITHIN_SAME_TREE -2759 1 245 2306 282593 1 sprites/bwicons/613.png
DUPTYPE_FIRST_OCCURRENCE 3326 1 245 2306 312737 1 sprites/gen5icons/557.png
DUPTYPE_WITHIN_SAME_TREE -3326 1 245 2306 282844 1 sprites/bwicons/557.png
DUPTYPE_FIRST_OCCURRENCE 2619 1 245 2306 312030 1 sprites/gen5icons/618.png
DUPTYPE_WITHIN_SAME_TREE -2619 1 245 2306 282739 1 sprites/bwicons/618.png
DUPTYPE_FIRST_OCCURRENCE 3018 1 245 2306 312429 1 sprites/gen5icons/564.png
DUPTYPE_WITHIN_SAME_TREE -3018 1 245 2306 282455 1 sprites/bwicons/564.png
DUPTYPE_FIRST_OCCURRENCE 3307 1 246 2306 312718 1 sprites/gen5icons/592-f.png
DUPTYPE_WITHIN_SAME_TREE -3307 1 246 2306 282378 1 sprites/bwicons/592-f.png
DUPTYPE_FIRST_OCCURRENCE 2723 1 247 2306 312134 1 sprites/gen5icons/629.png
DUPTYPE_WITHIN_SAME_TREE -2723 1 247 2306 282264 1 sprites/bwicons/629.png
DUPTYPE_FIRST_OCCURRENCE 2827 1 247 2306 312238 1 sprites/gen5icons/606.png
DUPTYPE_WITHIN_SAME_TREE -2827 1 247 2306 282750 1 sprites/bwicons/606.png
DUPTYPE_FIRST_OCCURRENCE 3090 1 248 2306 312501 1 sprites/gen5icons/546.png
DUPTYPE_WITHIN_SAME_TREE -3090 1 248 2306 282441 1 sprites/bwicons/546.png
DUPTYPE_FIRST_OCCURRENCE 2963 1 249 2306 312374 1 sprites/gen5icons/610.png
DUPTYPE_WITHIN_SAME_TREE -2963 1 249 2306 282743 1 sprites/bwicons/610.png
DUPTYPE_FIRST_OCCURRENCE 2919 1 249 2306 312330 1 sprites/gen5icons/648-pirouette.png
DUPTYPE_WITHIN_SAME_TREE -2919 1 249 2306 282163 1 sprites/bwicons/648-pirouette.png
DUPTYPE_FIRST_OCCURRENCE 2685 1 249 2306 312096 1 sprites/gen5icons/527.png
DUPTYPE_WITHIN_SAME_TREE -2685 1 249 2306 282661 1 sprites/bwicons/527.png
DUPTYPE_FIRST_OCCURRENCE 2634 1 250 2306 312045 1 sprites/gen5icons/648-aria.png
DUPTYPE_WITHIN_SAME_TREE -2634 1 250 2306 312151 1 sprites/gen5icons/648.png
DUPTYPE_WITHIN_SAME_TREE -2634 1 250 2306 282581 1 sprites/bwicons/648-aria.png
DUPTYPE_WITHIN_SAME_TREE -2634 1 250 2306 282467 1 sprites/bwicons/648.png
DUPTYPE_FIRST_OCCURRENCE 3328 1 251 2306 312739 1 sprites/gen5icons/536.png
DUPTYPE_WITHIN_SAME_TREE -3328 1 251 2306 282200 1 sprites/bwicons/536.png
DUPTYPE_FIRST_OCCURRENCE 2735 1 251 2306 312146 1 sprites/gen5icons/506.png
DUPTYPE_WITHIN_SAME_TREE -2735 1 251 2306 282527 1 sprites/bwicons/506.png
DUPTYPE_FIRST_OCCURRENCE 2924 1 252 2306 312335 1 sprites/gen5icons/622.png
DUPTYPE_WITHIN_SAME_TREE -2924 1 252 2306 282668 1 sprites/bwicons/622.png
DUPTYPE_FIRST_OCCURRENCE 2708 1 254 2306 312119 1 sprites/gen5icons/592.png
DUPTYPE_WITHIN_SAME_TREE -2708 1 254 2306 282732 1 sprites/bwicons/592.png
DUPTYPE_FIRST_OCCURRENCE 2628 1 255 2306 312039 1 sprites/gen5icons/580.png
DUPTYPE_WITHIN_SAME_TREE -2628 1 255 2306 282474 1 sprites/bwicons/580.png
DUPTYPE_FIRST_OCCURRENCE 3182 1 256 2306 312593 1 sprites/gen5icons/566.png
DUPTYPE_WITHIN_SAME_TREE -3182 1 256 2306 282689 1 sprites/bwicons/566.png
DUPTYPE_FIRST_OCCURRENCE 2688 1 256 2306 312099 1 sprites/gen5icons/568.png
DUPTYPE_WITHIN_SAME_TREE -2688 1 256 2306 282566 1 sprites/bwicons/568.png
DUPTYPE_FIRST_OCCURRENCE 2612 1 256 2306 312023 1 sprites/gen5icons/201-!.png
DUPTYPE_WITHIN_SAME_TREE -2612 1 256 2306 282180 1 sprites/bwicons/201-!.png
DUPTYPE_FIRST_OCCURRENCE 2659 1 256 2306 312070 1 sprites/gen5icons/501.png
DUPTYPE_WITHIN_SAME_TREE -2659 1 256 2306 282596 1 sprites/bwicons/501.png
DUPTYPE_FIRST_OCCURRENCE 3105 1 257 2306 312516 1 sprites/gen5icons/624.png
DUPTYPE_WITHIN_SAME_TREE -3105 1 257 2306 282584 1 sprites/bwicons/624.png
DUPTYPE_FIRST_OCCURRENCE 3021 1 257 2306 312432 1 sprites/gen5icons/544.png
DUPTYPE_WITHIN_SAME_TREE -3021 1 257 2306 282713 1 sprites/bwicons/544.png
DUPTYPE_FIRST_OCCURRENCE 2949 1 257 2306 312360 1 sprites/gen5icons/351-rainy.png
DUPTYPE_WITHIN_SAME_TREE -2949 1 257 2306 282242 1 sprites/bwicons/351-rainy.png
DUPTYPE_FIRST_OCCURRENCE 2910 1 258 2306 312321 1 sprites/gen5icons/555-zen.png
DUPTYPE_WITHIN_SAME_TREE -2910 1 258 2306 282151 1 sprites/bwicons/555-zen.png
DUPTYPE_FIRST_OCCURRENCE 2714 1 259 2306 312125 1 sprites/gen5icons/578.png
DUPTYPE_WITHIN_SAME_TREE -2714 1 259 2306 282214 1 sprites/bwicons/578.png
DUPTYPE_FIRST_OCCURRENCE 2791 1 259 2306 312202 1 sprites/gen5icons/532.png
DUPTYPE_WITHIN_SAME_TREE -2791 1 259 2306 282193 1 sprites/bwicons/532.png
DUPTYPE_FIRST_OCCURRENCE 3256 1 260 2306 312667 1 sprites/gen5icons/513.png
DUPTYPE_WITHIN_SAME_TREE -3256 1 260 2306 282535 1 sprites/bwicons/513.png
DUPTYPE_FIRST_OCCURRENCE 2842 1 261 2306 312253 1 sprites/gen5icons/542.png
DUPTYPE_WITHIN_SAME_TREE -2842 1 261 2306 282518 1 sprites/bwicons/542.png
DUPTYPE_FIRST_OCCURRENCE 3279 1 261 2306 312690 1 sprites/gen5icons/521-f.png
DUPTYPE_WITHIN_SAME_TREE -3279 1 261 2306 282454 1 sprites/bwicons/521-f.png
DUPTYPE_FIRST_OCCURRENCE 3293 1 262 2306 312704 1 sprites/gen5icons/495.png
DUPTYPE_WITHIN_SAME_TREE -3293 1 262 2306 282560 1 sprites/bwicons/495.png
DUPTYPE_FIRST_OCCURRENCE 2752 1 263 2306 312163 1 sprites/gen5icons/201-p.png
DUPTYPE_WITHIN_SAME_TREE -2752 1 263 2306 282561 1 sprites/bwicons/201-p.png
DUPTYPE_FIRST_OCCURRENCE 2837 1 263 2306 312248 1 sprites/gen5icons/201-i.png
DUPTYPE_WITHIN_SAME_TREE -2837 1 263 2306 282577 1 sprites/bwicons/201-i.png
DUPTYPE_FIRST_OCCURRENCE 3160 1 263 2306 312571 1 sprites/gen5icons/591.png
DUPTYPE_WITHIN_SAME_TREE -3160 1 263 2306 282243 1 sprites/bwicons/591.png
DUPTYPE_FIRST_OCCURRENCE 2611 1 263 2306 312022 1 sprites/gen5icons/649-chill.png
DUPTYPE_WITHIN_SAME_TREE -2611 1 263 2306 312199 1 sprites/gen5icons/649-shock.png
DUPTYPE_WITHIN_SAME_TREE -2611 1 263 2306 312285 1 sprites/gen5icons/649-douse.png
DUPTYPE_WITHIN_SAME_TREE -2611 1 263 2306 312371 1 sprites/gen5icons/649-burn.png
DUPTYPE_WITHIN_SAME_TREE -2611 1 263 2306 312740 1 sprites/gen5icons/649.png
DUPTYPE_WITHIN_SAME_TREE -2611 1 263 2306 282418 1 sprites/bwicons/649-chill.png
DUPTYPE_WITHIN_SAME_TREE -2611 1 263 2306 282410 1 sprites/bwicons/649-shock.png
DUPTYPE_WITHIN_SAME_TREE -2611 1 263 2306 282813 1 sprites/bwicons/649-douse.png
DUPTYPE_WITHIN_SAME_TREE -2611 1 263 2306 282166 1 sprites/bwicons/649-burn.png
DUPTYPE_WITHIN_SAME_TREE -2611 1 263 2306 282509 1 sprites/bwicons/649.png
DUPTYPE_FIRST_OCCURRENCE 3112 1 263 2306 312523 1 sprites/gen5icons/572.png
DUPTYPE_WITHIN_SAME_TREE -3112 1 263 2306 282644 1 sprites/bwicons/572.png
DUPTYPE_FIRST_OCCURRENCE 2781 1 264 2306 312192 1 sprites/gen5icons/421-overcast.png
DUPTYPE_WITHIN_SAME_TREE -2781 1 264 2306 282359 1 sprites/bwicons/421-overcast.png
DUPTYPE_FIRST_OCCURRENCE 2979 1 265 2306 312390 1 sprites/gen5icons/351-snowy.png
DUPTYPE_WITHIN_SAME_TREE -2979 1 265 2306 282446 1 sprites/bwicons/351-snowy.png
DUPTYPE_FIRST_OCCURRENCE 3075 1 266 2306 312486 1 sprites/gen5icons/615.png
DUPTYPE_WITHIN_SAME_TREE -3075 1 266 2306 282270 1 sprites/bwicons/615.png
DUPTYPE_FIRST_OCCURRENCE 2652 1 267 2306 312063 1 sprites/gen5icons/603.png
DUPTYPE_WITHIN_SAME_TREE -2652 1 267 2306 282274 1 sprites/bwicons/603.png
DUPTYPE_FIRST_OCCURRENCE 3184 1 268 2306 312595 1 sprites/gen5icons/101.png
DUPTYPE_WITHIN_SAME_TREE -3184 1 268 2306 282811 1 sprites/bwicons/101.png
DUPTYPE_FIRST_OCCURRENCE 3193 1 269 2306 312604 1 sprites/gen5icons/611.png
DUPTYPE_WITHIN_SAME_TREE -3193 1 269 2306 282653 1 sprites/bwicons/611.png
DUPTYPE_FIRST_OCCURRENCE 2670 1 269 2306 312081 1 sprites/gen5icons/575.png
DUPTYPE_WITHIN_SAME_TREE -2670 1 269 2306 282533 1 sprites/bwicons/575.png
DUPTYPE_FIRST_OCCURRENCE 3309 1 269 2306 312720 1 sprites/gen5icons/504.png
DUPTYPE_WITHIN_SAME_TREE -3309 1 269 2306 282290 1 sprites/bwicons/504.png
DUPTYPE_FIRST_OCCURRENCE 2686 1 270 2306 312097 1 sprites/gen5icons/479-heat.png
DUPTYPE_WITHIN_SAME_TREE -2686 1 270 2306 282383 1 sprites/bwicons/479-heat.png
DUPTYPE_FIRST_OCCURRENCE 3136 1 270 2306 312547 1 sprites/gen5icons/351-sunny.png
DUPTYPE_WITHIN_SAME_TREE -3136 1 270 2306 282169 1 sprites/bwicons/351-sunny.png
DUPTYPE_FIRST_OCCURRENCE 2816 1 270 2306 312227 1 sprites/gen5icons/499.png
DUPTYPE_WITHIN_SAME_TREE -2816 1 270 2306 282448 1 sprites/bwicons/499.png
DUPTYPE_FIRST_OCCURRENCE 3101 1 273 2306 312512 1 sprites/gen5icons/636.png
DUPTYPE_WITHIN_SAME_TREE -3101 1 273 2306 282849 1 sprites/bwicons/636.png
DUPTYPE_FIRST_OCCURRENCE 2849 1 273 2306 312260 1 sprites/gen5icons/520.png
DUPTYPE_WITHIN_SAME_TREE -2849 1 273 2306 282343 1 sprites/bwicons/520.png
DUPTYPE_FIRST_OCCURRENCE 2957 1 274 2306 312368 1 sprites/gen5icons/370.png
DUPTYPE_WITHIN_SAME_TREE -2957 1 274 2306 282859 1 sprites/bwicons/370.png
DUPTYPE_FIRST_OCCURRENCE 2768 1 274 2306 312179 1 sprites/gen5icons/515.png
DUPTYPE_WITHIN_SAME_TREE -2768 1 274 2306 282271 1 sprites/bwicons/515.png
DUPTYPE_FIRST_OCCURRENCE 3062 1 274 2306 312473 1 sprites/gen5icons/507.png
DUPTYPE_WITHIN_SAME_TREE -3062 1 274 2306 282659 1 sprites/bwicons/507.png
DUPTYPE_FIRST_OCCURRENCE 2944 1 275 2306 312355 1 sprites/gen5icons/600.png
DUPTYPE_WITHIN_SAME_TREE -2944 1 275 2306 282846 1 sprites/bwicons/600.png
DUPTYPE_FIRST_OCCURRENCE 3209 1 276 2306 312620 1 sprites/gen5icons/492-sky.png
DUPTYPE_WITHIN_SAME_TREE -3209 1 276 2306 282227 1 sprites/bwicons/492-sky.png
DUPTYPE_FIRST_OCCURRENCE 2877 1 276 2306 312288 1 sprites/gen5icons/140.png
DUPTYPE_WITHIN_SAME_TREE -2877 1 276 2306 282336 1 sprites/bwicons/140.png
DUPTYPE_FIRST_OCCURRENCE 3337 1 276 2306 312748 1 sprites/gen5icons/494.png
DUPTYPE_WITHIN_SAME_TREE -3337 1 276 2306 282210 1 sprites/bwicons/494.png
DUPTYPE_FIRST_OCCURRENCE 3078 1 277 2306 312489 1 sprites/gen5icons/201-r.png
DUPTYPE_WITHIN_SAME_TREE -3078 1 277 2306 282852 1 sprites/bwicons/201-r.png
DUPTYPE_FIRST_OCCURRENCE 3156 1 277 2306 312567 1 sprites/gen5icons/479-fan.png
DUPTYPE_WITHIN_SAME_TREE -3156 1 277 2306 282398 1 sprites/bwicons/479-fan.png
DUPTYPE_FIRST_OCCURRENCE 2757 1 277 2306 312168 1 sprites/gen5icons/617.png
DUPTYPE_WITHIN_SAME_TREE -2757 1 277 2306 282762 1 sprites/bwicons/617.png
DUPTYPE_FIRST_OCCURRENCE 2920 1 277 2306 312331 1 sprites/gen5icons/576.png
DUPTYPE_WITHIN_SAME_TREE -2920 1 277 2306 282430 1 sprites/bwicons/576.png
DUPTYPE_FIRST_OCCURRENCE 16759 1 278 2306 311040 1 sprites/gen5-back-shiny/unown-a.png
DUPTYPE_WITHIN_SAME_TREE -16759 1 278 2306 311670 1 sprites/gen5-back-shiny/unown.png
DUPTYPE_FIRST_OCCURRENCE 4671 1 278 2306 309471 1 sprites/gen5-back/unown-a.png
DUPTYPE_WITHIN_SAME_TREE -4671 1 278 2306 310422 1 sprites/gen5-back/unown.png
DUPTYPE_FIRST_OCCURRENCE 2641 1 279 2306 312052 1 sprites/gen5icons/132.png
DUPTYPE_WITHIN_SAME_TREE -2641 1 279 2306 282554 1 sprites/bwicons/132.png
DUPTYPE_FIRST_OCCURRENCE 3300 1 280 2306 312711 1 sprites/gen5icons/522.png
DUPTYPE_WITHIN_SAME_TREE -3300 1 280 2306 282761 1 sprites/bwicons/522.png
DUPTYPE_FIRST_OCCURRENCE 2897 1 280 2306 312308 1 sprites/gen5icons/509.png
DUPTYPE_WITHIN_SAME_TREE -2897 1 280 2306 282191 1 sprites/bwicons/509.png
DUPTYPE_FIRST_OCCURRENCE 2881 1 280 2306 312292 1 sprites/gen5icons/585-winter.png
DUPTYPE_WITHIN_SAME_TREE -2881 1 280 2306 282462 1 sprites/bwicons/585-winter.png
DUPTYPE_FIRST_OCCURRENCE 2645 1 281 2306 312056 1 sprites/gen5icons/511.png
DUPTYPE_WITHIN_SAME_TREE -2645 1 281 2306 282655 1 sprites/bwicons/511.png
DUPTYPE_FIRST_OCCURRENCE 2701 1 281 2306 312112 1 sprites/gen5icons/585-spring.png
DUPTYPE_WITHIN_SAME_TREE -2701 1 281 2306 312624 1 sprites/gen5icons/585.png
DUPTYPE_WITHIN_SAME_TREE -2701 1 281 2306 282767 1 sprites/bwicons/585-spring.png
DUPTYPE_WITHIN_SAME_TREE -2701 1 281 2306 282758 1 sprites/bwicons/585.png
DUPTYPE_FIRST_OCCURRENCE 3102 1 281 2306 312513 1 sprites/gen5icons/585-autumn.png
DUPTYPE_WITHIN_SAME_TREE -3102 1 281 2306 282308 1 sprites/bwicons/585-autumn.png
DUPTYPE_FIRST_OCCURRENCE 2855 1 282 2306 312266 1 sprites/gen5icons/587.png
DUPTYPE_WITHIN_SAME_TREE -2855 1 282 2306 282803 1 sprites/bwicons/587.png
DUPTYPE_FIRST_OCCURRENCE 2951 1 282 2306 312362 1 sprites/gen5icons/14.png
DUPTYPE_WITHIN_SAME_TREE -2951 1 282 2306 282177 1 sprites/bwicons/14.png
DUPTYPE_FIRST_OCCURRENCE 2763 1 283 2306 312174 1 sprites/gen5icons/525.png
DUPTYPE_WITHIN_SAME_TREE -2763 1 283 2306 282842 1 sprites/bwicons/525.png
DUPTYPE_FIRST_OCCURRENCE 2991 1 285 2306 312402 1 sprites/gen5icons/552.png
DUPTYPE_WITHIN_SAME_TREE -2991 1 285 2306 282440 1 sprites/bwicons/552.png
DUPTYPE_FIRST_OCCURRENCE 3306 1 285 2306 312717 1 sprites/gen5icons/496.png
DUPTYPE_WITHIN_SAME_TREE -3306 1 285 2306 282837 1 sprites/bwicons/496.png
DUPTYPE_FIRST_OCCURRENCE 3251 1 286 2306 312662 1 sprites/gen5icons/201-g.png
DUPTYPE_WITHIN_SAME_TREE -3251 1 286 2306 282702 1 sprites/bwicons/201-g.png
DUPTYPE_FIRST_OCCURRENCE 2633 1 286 2306 312044 1 sprites/gen5icons/518.png
DUPTYPE_WITHIN_SAME_TREE -2633 1 286 2306 282198 1 sprites/bwicons/518.png
DUPTYPE_FIRST_OCCURRENCE 2732 1 287 2306 312143 1 sprites/gen5icons/201-l.png
DUPTYPE_WITHIN_SAME_TREE -2732 1 287 2306 282774 1 sprites/bwicons/201-l.png
DUPTYPE_FIRST_OCCURRENCE 3095 1 287 2306 312506 1 sprites/gen5icons/11.png
DUPTYPE_WITHIN_SAME_TREE -3095 1 287 2306 282686 1 sprites/bwicons/11.png
DUPTYPE_FIRST_OCCURRENCE 2942 1 288 2306 312353 1 sprites/gen5icons/560.png
DUPTYPE_WITHIN_SAME_TREE -2942 1 288 2306 282204 1 sprites/bwicons/560.png
DUPTYPE_FIRST_OCCURRENCE 2640 1 288 2306 312051 1 sprites/gen5icons/201-question.png
DUPTYPE_WITHIN_SAME_TREE -2640 1 288 2306 282706 1 sprites/bwicons/201-question.png
DUPTYPE_FIRST_OCCURRENCE 2617 1 288 2306 312028 1 sprites/gen5icons/201-q.png
DUPTYPE_WITHIN_SAME_TREE -2617 1 288 2306 282142 1 sprites/bwicons/201-q.png
DUPTYPE_FIRST_OCCURRENCE 2676 1 289 2306 312087 1 sprites/gen5icons/516.png
DUPTYPE_WITHIN_SAME_TREE -2676 1 289 2306 282251 1 sprites/bwicons/516.png
DUPTYPE_FIRST_OCCURRENCE 3141 1 289 2306 312552 1 sprites/gen5icons/421-sunshine.png
DUPTYPE_WITHIN_SAME_TREE -3141 1 289 2306 282344 1 sprites/bwicons/421-sunshine.png
DUPTYPE_FIRST_OCCURRENCE 3320 1 289 2306 312731 1 sprites/gen5icons/585-summer.png
DUPTYPE_WITHIN_SAME_TREE -3320 1 289 2306 282337 1 sprites/bwicons/585-summer.png
DUPTYPE_FIRST_OCCURRENCE 3344 1 289 2306 312755 1 sprites/gen5icons/201-j.png
DUPTYPE_WITHIN_SAME_TREE -3344 1 289 2306 282541 1 sprites/bwicons/201-j.png
DUPTYPE_FIRST_OCCURRENCE 2981 1 290 2306 312392 1 sprites/gen5icons/584.png
DUPTYPE_WITHIN_SAME_TREE -2981 1 290 2306 282307 1 sprites/bwicons/584.png
DUPTYPE_FIRST_OCCURRENCE 3034 1 290 2306 312445 1 sprites/gen5icons/514.png
DUPTYPE_WITHIN_SAME_TREE -3034 1 290 2306 282355 1 sprites/bwicons/514.png
DUPTYPE_FIRST_OCCURRENCE 3079 1 291 2306 312490 1 sprites/gen5icons/626.png
DUPTYPE_WITHIN_SAME_TREE -3079 1 291 2306 282273 1 sprites/bwicons/626.png
