# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -16923 1 482 2306 311609 1 sprites/gen5-back-shiny/cherrim-overcast.png
DUPTYPE_FIRST_OCCURRENCE 4508 1 483 2306 309322 1 sprites/gen5-back/castform-rainy.png
DUPTYPE_WITHIN_SAME_TREE -4508 1 483 2306 310895 1 sprites/gen5-back-shiny/castform-rainy.png
DUPTYPE_FIRST_OCCURRENCE 4840 1 485 2306 309624 1 sprites/gen5-back/cherrim.png
DUPTYPE_WITHIN_SAME_TREE -4840 1 485 2306 310056 1 sprites/gen5-back/cherrim-overcast.png
DUPTYPE_FIRST_OCCURRENCE 17132 1 490 2306 311373 1 sprites/gen5-back-shiny/shaymin.png
DUPTYPE_WITHIN_SAME_TREE -17132 1 490 2306 311923 1 sprites/gen5-back-shiny/shaymin-land.png
DUPTYPE_FIRST_OCCURRENCE 5056 1 491 2306 309816 1 sprites/gen5-back/shaymin.png
DUPTYPE_WITHIN_SAME_TREE -5056 1 491 2306 310684 1 sprites/gen5-back/shaymin-land.png
DUPTYPE_FIRST_OCCURRENCE 4827 1 494 2306 309615 1 sprites/gen5-back/eevee.png
DUPTYPE_WITHIN_SAME_TREE -4827 1 494 2306 309801 1 sprites/gen5-back/eevee-starter.png
DUPTYPE_FIRST_OCCURRENCE 20572 1 502 2306 304505 1 sprites/gen5/shellos-west.png
DUPTYPE_WITHIN_SAME_TREE -20572 1 502 2306 305581 1 sprites/gen5/shellos.png
DUPTYPE_FIRST_OCCURRENCE 35386 1 502 2306 326617 1 sprites/gen5-shiny/shellos-west.png
DUPTYPE_WITHIN_SAME_TREE -35386 1 502 2306 327669 1 sprites/gen5-shiny/shellos.png
DUPTYPE_FIRST_OCCURRENCE 35890 1 503 2306 327070 1 sprites/gen5-shiny/shaymin.png
DUPTYPE_WITHIN_SAME_TREE -35890 1 503 2306 327624 1 sprites/gen5-shiny/shaymin-land.png
DUPTYPE_FIRST_OCCURRENCE 16632 1 503 2306 310923 1 sprites/gen5-back-shiny/shellos-west.png
DUPTYPE_WITHIN_SAME_TREE -16632 1 503 2306 311967 1 sprites/gen5-back-shiny/shellos.png
DUPTYPE_FIRST_OCCURRENCE 4538 1 503 2306 309350 1 sprites/gen5-back/shellos-west.png
DUPTYPE_WITHIN_SAME_TREE -4538 1 503 2306 310732 1 sprites/gen5-back/shellos.png
DUPTYPE_FIRST_OCCURRENCE 21100 1 507 2306 304968 1 sprites/gen5/shaymin.png
DUPTYPE_WITHIN_SAME_TREE -21100 1 507 2306 305534 1 sprites/gen5/shaymin-land.png
DUPTYPE_FIRST_OCCURRENCE 35679 1 510 2306 326884 1 sprites/gen5-shiny/cherrim.png
DUPTYPE_WITHIN_SAME_TREE -35679 1 510 2306 327306 1 sprites/gen5-shiny/cherrim-overcast.png
DUPTYPE_FIRST_OCCURRENCE 20880 1 512 2306 304778 1 sprites/gen5/cherrim.png
DUPTYPE_WITHIN_SAME_TREE -20880 1 512 2306 305208 1 sprites/gen5/cherrim-overcast.png
DUPTYPE_FIRST_OCCURRENCE 4794 1 522 2306 309583 1 sprites/gen5-back/pikachu-starter.png
DUPTYPE_WITHIN_SAME_TREE -4794 1 522 2306 309672 1 sprites/gen5-back/pikachu.png
DUPTYPE_FIRST_OCCURRENCE 3777 1 525 2306 329121 1 sprites/gen4dp/burmy-sandy.png
DUPTYPE_WITHIN_SAME_TREE -3777 1 525 2306 330361 1 sprites/gen4dp-2/burmy-sandy.png
DUPTYPE_FIRST_OCCURRENCE 29488 1 531 2306 312770 1 sprites/gen4/wormadam-plant.png
DUPTYPE_WITHIN_SAME_TREE -29488 1 531 2306 313352 1 sprites/gen4/wormadam.png
DUPTYPE_FIRST_OCCURRENCE 33807 1 531 2306 314721 1 sprites/gen4-shiny/wormadam-plant.png
DUPTYPE_WITHIN_SAME_TREE -33807 1 531 2306 315300 1 sprites/gen4-shiny/wormadam.png
DUPTYPE_FIRST_OCCURRENCE 3904 1 545 2306 329129 1 sprites/gen4dp/burmy-trash.png
DUPTYPE_WITHIN_SAME_TREE -3904 1 545 2306 330369 1 sprites/gen4dp-2/burmy-trash.png
DUPTYPE_FIRST_OCCURRENCE 4007 1 554 2306 329195 1 sprites/gen4dp/burmy.png
DUPTYPE_WITHIN_SAME_TREE -4007 1 554 2306 328953 1 sprites/gen4dp/burmy-plant.png
DUPTYPE_WITHIN_SAME_TREE -4007 1 554 2306 330435 1 sprites/gen4dp-2/burmy.png
DUPTYPE_WITHIN_SAME_TREE -4007 1 554 2306 330193 1 sprites/gen4dp-2/burmy-plant.png
DUPTYPE_FIRST_OCCURRENCE 8925 1 558 2306 330684 1 sprites/gen4dp-shiny/shellos-west.png
DUPTYPE_WITHIN_SAME_TREE -8925 1 558 2306 329443 1 sprites/gen4dp-2-shiny/shellos-west.png
DUPTYPE_FIRST_OCCURRENCE 3823 1 558 2306 328320 1 sprites/gen4dp/shellos-west.png
DUPTYPE_WITHIN_SAME_TREE -3823 1 558 2306 330063 1 sprites/gen4dp-2/shellos-west.png
DUPTYPE_FIRST_OCCURRENCE 4345 1 558 2306 328230 1 sprites/gen4dp/shellos.png
DUPTYPE_WITHIN_SAME_TREE -4345 1 558 2306 330594 1 sprites/gen4dp-shiny/shellos.png
DUPTYPE_FIRST_OCCURRENCE 4484 1 559 2306 309300 1 sprites/gen5-back/deerling.png
DUPTYPE_WITHIN_SAME_TREE -4484 1 559 2306 309723 1 sprites/gen5-back/deerling-spring.png
DUPTYPE_FIRST_OCCURRENCE 20541 1 561 2306 304477 1 sprites/gen5/castform-rainy.png
DUPTYPE_WITHIN_SAME_TREE -20541 1 561 2306 326589 1 sprites/gen5-shiny/castform-rainy.png
DUPTYPE_FIRST_OCCURRENCE 5343 1 561 2306 310073 1 sprites/gen5-back/castform-sunny.png
DUPTYPE_WITHIN_SAME_TREE -5343 1 561 2306 311625 1 sprites/gen5-back-shiny/castform-sunny.png
DUPTYPE_FIRST_OCCURRENCE 16580 1 561 2306 310874 1 sprites/gen5-back-shiny/deerling.png
DUPTYPE_WITHIN_SAME_TREE -16580 1 561 2306 311286 1 sprites/gen5-back-shiny/deerling-spring.png
DUPTYPE_FIRST_OCCURRENCE 9109 1 566 2306 331056 1 sprites/gen4dp-shiny/burmy.png
DUPTYPE_WITHIN_SAME_TREE -9109 1 566 2306 330815 1 sprites/gen4dp-shiny/burmy-plant.png
DUPTYPE_WITHIN_SAME_TREE -9109 1 566 2306 329815 1 sprites/gen4dp-2-shiny/burmy.png
DUPTYPE_WITHIN_SAME_TREE -9109 1 566 2306 329574 1 sprites/gen4dp-2-shiny/burmy-plant.png
DUPTYPE_FIRST_OCCURRENCE 5458 1 572 2306 310477 1 sprites/gen5-back/pikachu-partner.png
DUPTYPE_WITHIN_SAME_TREE -5458 1 572 2306 311722 1 sprites/gen5-back-shiny/pikachu-partner.png
DUPTYPE_FIRST_OCCURRENCE 4780 1 573 2306 276580 1 sprites/gen5-back/snom.png
DUPTYPE_WITHIN_SAME_TREE -4780 1 573 2306 289292 1 sprites/gen5-back-shiny/snom.png
DUPTYPE_FIRST_OCCURRENCE 9741 1 574 2306 316946 1 sprites/gen3/castform-sunny.png
DUPTYPE_WITHIN_SAME_TREE -9741 1 574 2306 318131 1 sprites/gen3-shiny/castform-sunny.png
DUPTYPE_WITHIN_SAME_TREE -9741 1 574 2306 331811 1 sprites/gen3-2/castform-sunny.png
DUPTYPE_FIRST_OCCURRENCE 5564 1 574 2306 276578 1 sprites/gen5-back/sizzlipede.png
DUPTYPE_WITHIN_SAME_TREE -5564 1 574 2306 289289 1 sprites/gen5-back-shiny/sizzlipede.png
DUPTYPE_FIRST_OCCURRENCE 29918 1 574 2306 313200 1 sprites/gen4/castform-sunny.png
DUPTYPE_WITHIN_SAME_TREE -29918 1 574 2306 315149 1 sprites/gen4-shiny/castform-sunny.png
DUPTYPE_FIRST_OCCURRENCE 3942 1 577 2306 328397 1 sprites/gen4dp/cherrim.png
DUPTYPE_WITHIN_SAME_TREE -3942 1 577 2306 329296 1 sprites/gen4dp/cherrim-overcast.png
DUPTYPE_WITHIN_SAME_TREE -3942 1 577 2306 330140 1 sprites/gen4dp-2/cherrim.png
DUPTYPE_WITHIN_SAME_TREE -3942 1 577 2306 330536 1 sprites/gen4dp-2/cherrim-overcast.png
DUPTYPE_FIRST_OCCURRENCE 35248 1 577 2306 326491 1 sprites/gen5-shiny/wormadam-plant.png
DUPTYPE_WITHIN_SAME_TREE -35248 1 577 2306 327592 1 sprites/gen5-shiny/wormadam.png
DUPTYPE_FIRST_OCCURRENCE 9044 1 577 2306 330762 1 sprites/gen4dp-shiny/cherrim.png
DUPTYPE_WITHIN_SAME_TREE -9044 1 577 2306 331156 1 sprites/gen4dp-shiny/cherrim-overcast.png
DUPTYPE_WITHIN_SAME_TREE -9044 1 577 2306 329521 1 sprites/gen4dp-2-shiny/cherrim.png
DUPTYPE_WITHIN_SAME_TREE -9044 1 577 2306 329916 1 sprites/gen4dp-2-shiny/cherrim-overcast.png
DUPTYPE_FIRST_OCCURRENCE 20421 1 577 2306 304377 1 sprites/gen5/wormadam-plant.png
DUPTYPE_WITHIN_SAME_TREE -20421 1 577 2306 305501 1 sprites/gen5/wormadam.png
DUPTYPE_FIRST_OCCURRENCE 20866 1 582 2306 304769 1 sprites/gen5/eevee.png
DUPTYPE_WITHIN_SAME_TREE -20866 1 582 2306 304953 1 sprites/gen5/eevee-starter.png
DUPTYPE_FIRST_OCCURRENCE 9380 1 586 2306 330745 1 sprites/gen4dp-shiny/shellos-east.png
DUPTYPE_WITHIN_SAME_TREE -9380 1 586 2306 329504 1 sprites/gen4dp-2-shiny/shellos-east.png
DUPTYPE_FIRST_OCCURRENCE 4278 1 586 2306 328380 1 sprites/gen4dp/shellos-east.png
DUPTYPE_WITHIN_SAME_TREE -4278 1 586 2306 330123 1 sprites/gen4dp-2/shellos-east.png
DUPTYPE_FIRST_OCCURRENCE 29450 1 586 2306 329973 1 sprites/gen4dp-2/shellos.png
DUPTYPE_WITHIN_SAME_TREE -29450 1 586 2306 329353 1 sprites/gen4dp-2-shiny/shellos.png
DUPTYPE_FIRST_OCCURRENCE 20515 1 589 2306 304454 1 sprites/gen5/deerling.png
DUPTYPE_WITHIN_SAME_TREE -20515 1 589 2306 304878 1 sprites/gen5/deerling-spring.png
DUPTYPE_FIRST_OCCURRENCE 35332 1 590 2306 326566 1 sprites/gen5-shiny/deerling.png
DUPTYPE_WITHIN_SAME_TREE -35332 1 590 2306 326983 1 sprites/gen5-shiny/deerling-spring.png
DUPTYPE_FIRST_OCCURRENCE 20833 1 597 2306 304737 1 sprites/gen5/pikachu-starter.png
DUPTYPE_WITHIN_SAME_TREE -20833 1 597 2306 304826 1 sprites/gen5/pikachu.png
DUPTYPE_FIRST_OCCURRENCE 3810 1 601 2306 328961 1 sprites/gen4dp/castform-rainy.png
DUPTYPE_WITHIN_SAME_TREE -3810 1 601 2306 330823 1 sprites/gen4dp-shiny/castform-rainy.png
DUPTYPE_WITHIN_SAME_TREE -3810 1 601 2306 330201 1 sprites/gen4dp-2/castform-rainy.png
DUPTYPE_WITHIN_SAME_TREE -3810 1 601 2306 329582 1 sprites/gen4dp-2-shiny/castform-rainy.png
DUPTYPE_FIRST_OCCURRENCE 17029 1 602 2306 311281 1 sprites/gen5-back-shiny/meloetta-aria.png
DUPTYPE_WITHIN_SAME_TREE -17029 1 602 2306 311396 1 sprites/gen5-back-shiny/meloetta.png
DUPTYPE_FIRST_OCCURRENCE 29632 1 605 2306 312914 1 sprites/gen4/gastrodon-west.png
DUPTYPE_WITHIN_SAME_TREE -29632 1 605 2306 313336 1 sprites/gen4/gastrodon.png
DUPTYPE_FIRST_OCCURRENCE 4947 1 605 2306 309718 1 sprites/gen5-back/meloetta-aria.png
DUPTYPE_WITHIN_SAME_TREE -4947 1 605 2306 309840 1 sprites/gen5-back/meloetta.png
DUPTYPE_FIRST_OCCURRENCE 33951 1 605 2306 314865 1 sprites/gen4-shiny/gastrodon-west.png
DUPTYPE_WITHIN_SAME_TREE -33951 1 605 2306 315284 1 sprites/gen4-shiny/gastrodon.png
DUPTYPE_FIRST_OCCURRENCE 16625 1 608 2306 310916 1 sprites/gen5-back-shiny/minior-red.png
DUPTYPE_WITHIN_SAME_TREE -16625 1 608 2306 311184 1 sprites/gen5-back-shiny/minior-green.png
DUPTYPE_WITHIN_SAME_TREE -16625 1 608 2306 311250 1 sprites/gen5-back-shiny/minior-indigo.png
DUPTYPE_WITHIN_SAME_TREE -16625 1 608 2306 311310 1 sprites/gen5-back-shiny/minior-blue.png
DUPTYPE_WITHIN_SAME_TREE -16625 1 608 2306 311534 1 sprites/gen5-back-shiny/minior.png
DUPTYPE_WITHIN_SAME_TREE -16625 1 608 2306 311568 1 sprites/gen5-back-shiny/minior-yellow.png
DUPTYPE_WITHIN_SAME_TREE -16625 1 608 2306 311792 1 sprites/gen5-back-shiny/minior-violet.png
DUPTYPE_WITHIN_SAME_TREE -16625 1 608 2306 311996 1 sprites/gen5-back-shiny/minior-orange.png
DUPTYPE_FIRST_OCCURRENCE 9774 1 616 2306 316979 1 sprites/gen3/castform-snowy.png
DUPTYPE_WITHIN_SAME_TREE -9774 1 616 2306 318164 1 sprites/gen3-shiny/castform-snowy.png
DUPTYPE_WITHIN_SAME_TREE -9774 1 616 2306 331844 1 sprites/gen3-2/castform-snowy.png
DUPTYPE_FIRST_OCCURRENCE 16817 1 618 2306 311095 1 sprites/gen5-back-shiny/gastrodon-west.png
DUPTYPE_WITHIN_SAME_TREE -16817 1 618 2306 311864 1 sprites/gen5-back-shiny/gastrodon.png
DUPTYPE_FIRST_OCCURRENCE 29969 1 619 2306 313251 1 sprites/gen4/castform-snowy.png
DUPTYPE_WITHIN_SAME_TREE -29969 1 619 2306 315200 1 sprites/gen4-shiny/castform-snowy.png
DUPTYPE_FIRST_OCCURRENCE 4730 1 619 2306 309527 1 sprites/gen5-back/gastrodon-west.png
DUPTYPE_WITHIN_SAME_TREE -4730 1 619 2306 310622 1 sprites/gen5-back/gastrodon.png
DUPTYPE_FIRST_OCCURRENCE 5456 1 629 2306 310475 1 sprites/gen5-back/castform-snowy.png
DUPTYPE_WITHIN_SAME_TREE -5456 1 629 2306 311720 1 sprites/gen5-back-shiny/castform-snowy.png
DUPTYPE_FIRST_OCCURRENCE 3763 1 646 2306 329026 1 sprites/gen4dp/wormadam-plant.png
DUPTYPE_WITHIN_SAME_TREE -3763 1 646 2306 329287 1 sprites/gen4dp/wormadam-f.png
DUPTYPE_WITHIN_SAME_TREE -3763 1 646 2306 328927 1 sprites/gen4dp/wormadam.png
DUPTYPE_WITHIN_SAME_TREE -3763 1 646 2306 330266 1 sprites/gen4dp-2/wormadam-plant.png
DUPTYPE_WITHIN_SAME_TREE -3763 1 646 2306 330167 1 sprites/gen4dp-2/wormadam.png
DUPTYPE_FIRST_OCCURRENCE 21398 1 653 2306 305225 1 sprites/gen5/castform-sunny.png
DUPTYPE_WITHIN_SAME_TREE -21398 1 653 2306 327322 1 sprites/gen5-shiny/castform-sunny.png
DUPTYPE_FIRST_OCCURRENCE 4179 1 659 2306 329263 1 sprites/gen4dp/cherrim-sunshine.png
DUPTYPE_WITHIN_SAME_TREE -4179 1 659 2306 330503 1 sprites/gen4dp-2/cherrim-sunshine.png
DUPTYPE_FIRST_OCCURRENCE 9282 1 659 2306 331123 1 sprites/gen4dp-shiny/cherrim-sunshine.png
DUPTYPE_WITHIN_SAME_TREE -9282 1 659 2306 329883 1 sprites/gen4dp-2-shiny/cherrim-sunshine.png
DUPTYPE_FIRST_OCCURRENCE 8865 1 672 2306 330888 1 sprites/gen4dp-shiny/wormadam-plant.png
DUPTYPE_WITHIN_SAME_TREE -8865 1 672 2306 330789 1 sprites/gen4dp-shiny/wormadam.png
DUPTYPE_WITHIN_SAME_TREE -8865 1 672 2306 329647 1 sprites/gen4dp-2-shiny/wormadam-plant.png
DUPTYPE_WITHIN_SAME_TREE -8865 1 672 2306 329548 1 sprites/gen4dp-2-shiny/wormadam.png
DUPTYPE_FIRST_OCCURRENCE 35673 1 678 2306 326880 1 sprites/gen5-shiny/minior-green.png
DUPTYPE_WITHIN_SAME_TREE -35673 1 678 2306 326946 1 sprites/gen5-shiny/minior-indigo.png
DUPTYPE_WITHIN_SAME_TREE -35673 1 678 2306 327007 1 sprites/gen5-shiny/minior-blue.png
DUPTYPE_WITHIN_SAME_TREE -35673 1 678 2306 327232 1 sprites/gen5-shiny/minior.png
DUPTYPE_WITHIN_SAME_TREE -35673 1 678 2306 327266 1 sprites/gen5-shiny/minior-yellow.png
DUPTYPE_WITHIN_SAME_TREE -35673 1 678 2306 327490 1 sprites/gen5-shiny/minior-violet.png
DUPTYPE_WITHIN_SAME_TREE -35673 1 678 2306 327699 1 sprites/gen5-shiny/minior-orange.png
DUPTYPE_FIRST_OCCURRENCE 5212 1 680 2306 309958 1 sprites/gen5-back/minior-meteor.png
DUPTYPE_WITHIN_SAME_TREE -5212 1 680 2306 311511 1 sprites/gen5-back-shiny/minior-meteor.png
DUPTYPE_FIRST_OCCURRENCE 4411 1 686 2306 309235 1 sprites/gen5-back/pokestargiant-prop.png
DUPTYPE_WITHIN_SAME_TREE -4411 1 686 2306 309306 1 sprites/gen5-back/pokestargiant2-prop.png
DUPTYPE_WITHIN_SAME_TREE -4411 1 686 2306 309435 1 sprites/gen5-back/pokestarmonster-prop.png
DUPTYPE_WITHIN_SAME_TREE -4411 1 686 2306 309525 1 sprites/gen5-back/pokestarf00-prop.png
DUPTYPE_WITHIN_SAME_TREE -4411 1 686 2306 309554 1 sprites/gen5-back/pokestarspirit-prop.png
DUPTYPE_WITHIN_SAME_TREE -4411 1 686 2306 309736 1 sprites/gen5-back/pokestartransport-prop.png
DUPTYPE_WITHIN_SAME_TREE -4411 1 686 2306 309806 1 sprites/gen5-back/pokestarbrycenman-prop.png
DUPTYPE_WITHIN_SAME_TREE -4411 1 686 2306 309810 1 sprites/gen5-back/pokestarhumanoid-prop.png
DUPTYPE_WITHIN_SAME_TREE -4411 1 686 2306 309899 1 sprites/gen5-back/pokestarblackbelt-prop.png
DUPTYPE_WITHIN_SAME_TREE -4411 1 686 2306 309908 1 sprites/gen5-back/pokestarblackdoor-prop.png
DUPTYPE_WITHIN_SAME_TREE -4411 1 686 2306 309991 1 sprites/gen5-back/pokestarufo-prop.png
DUPTYPE_WITHIN_SAME_TREE -4411 1 686 2306 310057 1 sprites/gen5-back/pokestarf002-prop.png
DUPTYPE_WITHIN_SAME_TREE -4411 1 686 2306 310420 1 sprites/gen5-back/pokestarmt2-prop.png
DUPTYPE_WITHIN_SAME_TREE -4411 1 686 2306 310517 1 sprites/gen5-back/pokestarmt-prop.png
DUPTYPE_WITHIN_SAME_TREE -4411 1 686 2306 310649 1 sprites/gen5-back/pokestarufo2-prop.png
DUPTYPE_WITHIN_SAME_TREE -4411 1 686 2306 310662 1 sprites/gen5-back/pokestarwhitedoor-prop.png
DUPTYPE_WITHIN_SAME_TREE -4411 1 686 2306 310711 1 sprites/gen5-back/pokestarufo-propu2.png
DUPTYPE_FIRST_OCCURRENCE 20768 1 686 2306 304681 1 sprites/gen5/gastrodon-west.png
DUPTYPE_WITHIN_SAME_TREE -20768 1 686 2306 305472 1 sprites/gen5/gastrodon.png
DUPTYPE_FIRST_OCCURRENCE 35571 1 686 2306 326789 1 sprites/gen5-shiny/gastrodon-west.png
DUPTYPE_WITHIN_SAME_TREE -35571 1 686 2306 327564 1 sprites/gen5-shiny/gastrodon.png
DUPTYPE_FIRST_OCCURRENCE 12418 1 696 2306 319372 1 sprites/gen6-back/pokestargiant-prop.png
DUPTYPE_WITHIN_SAME_TREE -12418 1 696 2306 319374 1 sprites/gen6-back/pokestargiant2-prop.png
DUPTYPE_WITHIN_SAME_TREE -12418 1 696 2306 319379 1 sprites/gen6-back/pokestarmonster-prop.png
DUPTYPE_WITHIN_SAME_TREE -12418 1 696 2306 319381 1 sprites/gen6-back/pokestarf00-prop.png
DUPTYPE_WITHIN_SAME_TREE -12418 1 696 2306 319382 1 sprites/gen6-back/pokestarspirit-prop.png
DUPTYPE_WITHIN_SAME_TREE -12418 1 696 2306 319386 1 sprites/gen6-back/pokestartransport-prop.png
